Chidamber-Kemerer metrics,Wed, 13 May 2020 15:03:46 CEST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.jabref.FallbackExceptionHandler",2,0,2,0,2,2
"org.jabref.Globals",200,0,1,0,22,13
"org.jabref.JabRefException",8,0,1,2,6,7
"org.jabref.JabRefExecutorService",27,0,2,0,13,14
"org.jabref.JabRefExecutorService.NamedRunnable",1,0,1,0,2,2
"org.jabref.JabRefGUI",45,0,1,0,44,36
"org.jabref.JabRefMain",26,0,1,0,55,16
"org.jabref.architecture.ApacheCommonsLang3Allowed",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.cli.ArgumentProcessor",52,0,2,0,128,79
"org.jabref.cli.ArgumentProcessor.Mode",3,n/a,0,n/a,0,0
"org.jabref.cli.AuxCommandLine",7,0,1,0,8,3
"org.jabref.cli.CrossrefFetcherEvaluator",11,0,1,0,9,8
"org.jabref.cli.GenerateCharacterTable",1,0,1,0,2,4
"org.jabref.cli.ImportInspectionCommandLine",7,0,1,0,6,4
"org.jabref.cli.JabRefCLI",6,0,4,0,57,35
"org.jabref.cli.SystemOutputPrinter",3,0,3,0,3,3
"org.jabref.gui.AbstractController",12,0,2,7,3,3
"org.jabref.gui.AbstractDialogView",7,1,1,5,5,2
"org.jabref.gui.AbstractView",15,0,1,3,5,6
"org.jabref.gui.AbstractViewModel",11,0,0,9,0,0
"org.jabref.gui.BasePanel",242,0,7,0,312,257
"org.jabref.gui.BasePanel.EntryRemovedListener",8,0,1,0,8,3
"org.jabref.gui.BasePanel.GroupTreeListener",8,0,1,0,5,3
"org.jabref.gui.BasePanel.OpenURLAction",9,0,1,0,10,7
"org.jabref.gui.BasePanel.PrintPreviewAction",3,0,1,0,3,1
"org.jabref.gui.BasePanel.RedoAction",7,0,1,0,9,1
"org.jabref.gui.BasePanel.SaveSelectedAction",15,0,1,0,13,3
"org.jabref.gui.BasePanel.SearchAndOpenFile",11,0,1,0,15,5
"org.jabref.gui.BasePanel.SearchAutoCompleteListener",5,0,1,0,4,2
"org.jabref.gui.BasePanel.SearchListener",6,0,1,0,6,3
"org.jabref.gui.BasePanel.UndoAction",9,0,1,0,11,3
"org.jabref.gui.BasePanelMode",5,n/a,0,n/a,0,0
"org.jabref.gui.ClipBoardManager",24,0,2,0,16,11
"org.jabref.gui.DefaultInjector",9,0,1,0,4,9
"org.jabref.gui.Dialog",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.DialogService",n/a,n/a,n/a,n/a,21,n/a
"org.jabref.gui.DragAndDropDataFormats",3,0,0,0,0,0
"org.jabref.gui.DragDropPane",2,0,0,1,2,12
"org.jabref.gui.DragDropPane.MarkerPane",4,0,1,0,7,3
"org.jabref.gui.DragDropPopupPane",2,1,1,0,2,4
"org.jabref.gui.DuplicateResolverDialog",16,1,1,0,19,13
"org.jabref.gui.DuplicateResolverDialog.DuplicateResolverResult",4,n/a,0,n/a,0,0
"org.jabref.gui.DuplicateResolverDialog.DuplicateResolverType",4,n/a,0,n/a,0,0
"org.jabref.gui.DuplicateSearch",16,0,1,0,17,19
"org.jabref.gui.DuplicateSearch.DuplicateCallBack",7,0,1,0,7,4
"org.jabref.gui.DuplicateSearch.SearcherRunnable",5,0,1,0,6,6
"org.jabref.gui.EntryContainer",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.EntryMarker",16,0,1,0,17,29
"org.jabref.gui.EntryTypeDialog",22,1,2,0,24,16
"org.jabref.gui.EntryTypeDialog.CancelAction",1,0,1,0,3,2
"org.jabref.gui.EntryTypeDialog.FetcherWorker",16,0,1,0,26,8
"org.jabref.gui.EntryTypeDialog.TypeButton",2,0,1,0,4,3
"org.jabref.gui.FXDialog",12,0,3,0,13,16
"org.jabref.gui.FXDialogService",39,0,10,0,32,23
"org.jabref.gui.FindUnlinkedFilesDialog",30,1,2,0,55,73
"org.jabref.gui.FindUnlinkedFilesDialog.BibtexEntryTypeWrapper",3,0,1,0,5,4
"org.jabref.gui.FindUnlinkedFilesDialog.CheckableTreeNode",3,0,2,0,5,6
"org.jabref.gui.FindUnlinkedFilesDialog.CheckboxTreeCellRenderer",3,0,1,0,4,3
"org.jabref.gui.FindUnlinkedFilesDialog.FileNodeWrapper",3,0,0,0,3,3
"org.jabref.gui.GUIGlobals",33,0,1,0,22,9
"org.jabref.gui.GenFieldsCustomizer",13,1,1,0,22,11
"org.jabref.gui.GlobalFocusListener",7,0,2,0,4,5
"org.jabref.gui.IconTheme",88,0,3,0,11,11
"org.jabref.gui.IconTheme.FontBasedIcon",8,0,1,0,10,8
"org.jabref.gui.IconTheme.JabRefIcon",82,n/a,2,n/a,12,8
"org.jabref.gui.JEditorPaneWithHighlighting",2,0,1,0,2,4
"org.jabref.gui.JabRefDialog",38,0,1,36,10,9
"org.jabref.gui.JabRefFrame",203,0,4,0,265,184
"org.jabref.gui.JabRefFrame.BibtexKeyPatternAction",5,1,1,0,9,3
"org.jabref.gui.JabRefFrame.ChangeTabAction",6,1,1,0,6,7
"org.jabref.gui.JabRefFrame.CloseAction",6,1,1,0,8,2
"org.jabref.gui.JabRefFrame.CloseAllDatabasesAction",3,1,1,0,2,2
"org.jabref.gui.JabRefFrame.CloseDatabaseAction",8,1,1,0,11,2
"org.jabref.gui.JabRefFrame.CloseOtherDatabasesAction",3,1,1,0,3,3
"org.jabref.gui.JabRefFrame.CustomizeEntryTypeAction",4,1,1,0,5,2
"org.jabref.gui.JabRefFrame.CustomizeExportsAction",4,1,1,0,5,2
"org.jabref.gui.JabRefFrame.CustomizeImportsAction",4,1,1,0,5,2
"org.jabref.gui.JabRefFrame.DatabasePropertiesAction",4,1,1,0,9,3
"org.jabref.gui.JabRefFrame.DecreaseTableFontSizeAction",8,1,1,0,10,4
"org.jabref.gui.JabRefFrame.DefaultTableFontSizeAction",9,1,1,0,11,3
"org.jabref.gui.JabRefFrame.EditAction",4,1,1,0,6,3
"org.jabref.gui.JabRefFrame.EditModeAction",5,0,1,0,13,5
"org.jabref.gui.JabRefFrame.GenFieldsCustomizationAction",4,1,1,0,5,2
"org.jabref.gui.JabRefFrame.GeneralAction",3,1,1,0,11,9
"org.jabref.gui.JabRefFrame.IncreaseTableFontSizeAction",8,1,1,0,10,3
"org.jabref.gui.JabRefFrame.MyGlassPane",1,0,1,0,2,2
"org.jabref.gui.JabRefFrame.ProtectedTermsAction",4,1,1,0,6,2
"org.jabref.gui.JabRefFrame.ShowPrefsAction",5,1,1,0,8,2
"org.jabref.gui.JabRefFrame.ToolBar",4,1,1,0,4,6
"org.jabref.gui.JabRefFrame.UndoRedoEventManager",5,0,1,0,9,3
"org.jabref.gui.MergeDialog",7,1,1,0,10,8
"org.jabref.gui.OSXCompatibleToolbar",10,0,1,1,5,7
"org.jabref.gui.PreambleEditor",19,1,2,0,20,8
"org.jabref.gui.PreambleEditor.CloseAction",4,0,1,0,5,2
"org.jabref.gui.PreambleEditor.FieldListener",2,0,1,0,2,2
"org.jabref.gui.PreambleEditor.RedoAction",5,0,1,0,4,2
"org.jabref.gui.PreambleEditor.StoreFieldAction",8,0,1,0,12,4
"org.jabref.gui.PreambleEditor.UndoAction",5,0,1,0,4,2
"org.jabref.gui.PreviewPanel",38,0,1,0,44,32
"org.jabref.gui.ReplaceStringDialog",10,1,3,0,15,13
"org.jabref.gui.SaveOrderConfigDisplay",7,0,1,0,16,7
"org.jabref.gui.SidePane",2,0,2,0,6,7
"org.jabref.gui.SidePaneComponent",13,0,8,3,17,10
"org.jabref.gui.SidePaneComponent.ToggleAction",10,1,3,0,13,7
"org.jabref.gui.SidePaneManager",17,0,1,0,39,41
"org.jabref.gui.SidePaneManager.PreferredIndexSort",2,0,1,0,3,2
"org.jabref.gui.StateManager",17,0,4,0,11,11
"org.jabref.gui.StringDialog",26,1,3,0,30,11
"org.jabref.gui.StringDialog.CloseAction",3,0,1,0,4,2
"org.jabref.gui.StringDialog.NewStringAction",10,0,1,0,13,6
"org.jabref.gui.StringDialog.RedoAction",6,0,1,0,5,2
"org.jabref.gui.StringDialog.RemoveStringAction",10,0,1,0,12,7
"org.jabref.gui.StringDialog.SaveDatabaseAction",4,0,1,0,5,2
"org.jabref.gui.StringDialog.StringTable",6,0,1,0,5,2
"org.jabref.gui.StringDialog.StringTableModel",12,0,4,0,22,16
"org.jabref.gui.StringDialog.UndoAction",6,0,1,0,5,2
"org.jabref.gui.TransferableBibtexEntry",10,0,1,0,9,7
"org.jabref.gui.UpdateTimestampListener",5,0,1,0,8,3
"org.jabref.gui.WaitForSaveOperation",3,0,2,0,10,7
"org.jabref.gui.WrapLayout",2,0,1,0,7,16
"org.jabref.gui.actions.Actions",13,0,0,0,1,1
"org.jabref.gui.actions.AutoLinkFilesAction",14,0,1,0,20,5
"org.jabref.gui.actions.BaseAction",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.actions.ChangeTypeAction",7,0,3,0,11,5
"org.jabref.gui.actions.CleanupAction",16,1,1,0,35,22
"org.jabref.gui.actions.ConnectToSharedDatabaseAction",4,1,1,0,7,2
"org.jabref.gui.actions.CopyBibTeXKeyAndLinkAction",10,0,1,0,8,8
"org.jabref.gui.actions.CopyDoiUrlAction",7,0,1,0,10,5
"org.jabref.gui.actions.CopyVersionToClipboardAction",6,0,1,0,7,1
"org.jabref.gui.actions.ErrorConsoleAction",3,0,1,0,5,2
"org.jabref.gui.actions.IntegrityCheckAction",12,1,1,0,25,15
"org.jabref.gui.actions.LookupIdentifierAction",5,1,1,0,7,2
"org.jabref.gui.actions.ManageKeywordsAction",17,1,1,0,46,37
"org.jabref.gui.actions.MassSetFieldAction",13,1,1,0,38,35
"org.jabref.gui.actions.MnemonicAwareAction",39,0,1,38,4,6
"org.jabref.gui.actions.NewDatabaseAction",8,1,1,0,13,2
"org.jabref.gui.actions.NewEntryAction",12,1,1,0,21,8
"org.jabref.gui.actions.NewSubDatabaseAction",11,1,1,0,17,3
"org.jabref.gui.actions.OpenBrowserAction",2,0,1,0,4,3
"org.jabref.gui.actions.SearchForUpdateAction",3,0,1,0,4,2
"org.jabref.gui.actions.SortTabsAction",4,1,2,0,9,5
"org.jabref.gui.autocompleter.AppendPersonNamesStrategy",3,1,1,0,3,4
"org.jabref.gui.autocompleter.AppendWordsStrategy",4,0,1,1,4,4
"org.jabref.gui.autocompleter.AutoCompleteFirstNameMode",5,n/a,1,n/a,2,1
"org.jabref.gui.autocompleter.AutoCompletePreferences",10,0,6,0,14,14
"org.jabref.gui.autocompleter.AutoCompleteSuggestionProvider",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.autocompleter.AutoCompleteUpdater",5,0,1,0,5,3
"org.jabref.gui.autocompleter.AutoCompletionInput",4,0,2,0,3,3
"org.jabref.gui.autocompleter.AutoCompletionStrategy",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding",8,0,5,0,16,21
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider",5,1,3,0,6,4
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProvider",4,0,1,0,4,4
"org.jabref.gui.autocompleter.FieldValueSuggestionProvider",4,2,1,1,3,3
"org.jabref.gui.autocompleter.JournalsSuggestionProvider",7,3,0,0,5,1
"org.jabref.gui.autocompleter.PersonNameStringConverter",6,0,1,0,12,16
"org.jabref.gui.autocompleter.PersonNameSuggestionProvider",8,1,3,0,10,8
"org.jabref.gui.autocompleter.ReplaceStrategy",3,0,1,0,2,1
"org.jabref.gui.autocompleter.StringSuggestionProvider",3,1,2,2,3,3
"org.jabref.gui.autocompleter.SuggestionProvider",4,0,2,4,9,9
"org.jabref.gui.autocompleter.SuggestionProvider.SuggestionProviderString",1,1,2,0,3,7
"org.jabref.gui.autocompleter.SuggestionProviders",22,0,2,0,13,12
"org.jabref.gui.autocompleter.WordSuggestionProvider",4,2,1,0,3,4
"org.jabref.gui.auximport.AuxParserResultViewModel",5,0,1,0,12,5
"org.jabref.gui.auximport.FromAuxDialog",20,1,1,0,34,12
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternDialog",12,1,2,0,17,6
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternPanel",17,0,1,1,26,17
"org.jabref.gui.bibtexkeypattern.ResolveDuplicateLabelDialog",9,0,3,0,20,7
"org.jabref.gui.bibtexkeypattern.SearchFixDuplicateLabels",13,1,1,0,24,14
"org.jabref.gui.cleanup.CleanupActionsListModel",3,0,1,0,10,14
"org.jabref.gui.cleanup.CleanupPresetPanel",10,0,1,0,28,16
"org.jabref.gui.cleanup.FieldFormatterCleanupsPanel",19,0,1,0,44,29
"org.jabref.gui.cleanup.FieldFormatterCleanupsPanel.EnablementStatusListener",1,0,1,0,3,3
"org.jabref.gui.collab.ChangeDisplayDialog",6,1,2,0,11,12
"org.jabref.gui.collab.ChangeScanner",25,0,1,0,40,15
"org.jabref.gui.collab.ChangeScanner.DisplayResultCallback",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.collab.ChangeViewModel",3,0,3,0,8,7
"org.jabref.gui.collab.DatabaseChangeMonitor",8,0,1,0,23,15
"org.jabref.gui.collab.EntryAddChangeViewModel",9,0,2,0,13,3
"org.jabref.gui.collab.EntryChangeViewModel",7,0,2,0,9,10
"org.jabref.gui.collab.EntryChangeViewModel.FieldChangeViewModel",7,0,2,0,8,8
"org.jabref.gui.collab.EntryDeleteChangeViewModel",9,0,2,0,13,3
"org.jabref.gui.collab.FileUpdatePanel",7,1,4,0,13,8
"org.jabref.gui.collab.GroupChangeViewModel",12,0,1,0,21,11
"org.jabref.gui.collab.InfoPane",0,0,1,0,2,2
"org.jabref.gui.collab.MetaDataChangeViewModel",7,0,2,0,7,3
"org.jabref.gui.collab.PreambleChangeViewModel",7,0,2,0,10,5
"org.jabref.gui.collab.StringAddChangeViewModel",7,0,2,0,12,4
"org.jabref.gui.collab.StringChangeViewModel",8,0,2,0,13,6
"org.jabref.gui.collab.StringNameChangeViewModel",8,0,1,0,14,6
"org.jabref.gui.collab.StringRemoveChangeViewModel",6,0,2,0,11,3
"org.jabref.gui.contentselector.ContentSelectorDialog",13,1,1,0,25,42
"org.jabref.gui.contentselector.ContentSelectorDialog.FieldNameFocusAdapter",1,0,1,0,4,3
"org.jabref.gui.copyfiles.CopyFilesAction",13,0,1,0,14,5
"org.jabref.gui.copyfiles.CopyFilesDialogController",2,1,2,0,7,5
"org.jabref.gui.copyfiles.CopyFilesDialogView",5,2,2,0,6,3
"org.jabref.gui.copyfiles.CopyFilesDialogViewModel",1,1,1,0,2,2
"org.jabref.gui.copyfiles.CopyFilesResultItemViewModel",0,0,3,0,5,6
"org.jabref.gui.copyfiles.CopyFilesResultListDependency",0,0,1,0,4,4
"org.jabref.gui.copyfiles.CopyFilesTask",9,0,1,0,9,7
"org.jabref.gui.customentrytypes.CustomEntryTypesManager",7,0,1,0,5,3
"org.jabref.gui.customentrytypes.EntryCustomizationDialog",23,1,1,0,43,41
"org.jabref.gui.customentrytypes.EntryCustomizationDialog.DataListener",2,0,1,0,5,5
"org.jabref.gui.customentrytypes.EntryCustomizationDialog.DefaultListener",4,0,1,0,4,6
"org.jabref.gui.customentrytypes.EntryTypeList",12,1,2,0,15,16
"org.jabref.gui.customentrytypes.FieldSetComponent",11,0,2,1,21,38
"org.jabref.gui.customentrytypes.FieldSetComponent.FieldListFocusListener",1,0,2,0,3,4
"org.jabref.gui.customjfx.CustomJFXPanel",14,0,2,0,5,9
"org.jabref.gui.dbproperties.DatabasePropertiesDialog",23,1,1,0,66,25
"org.jabref.gui.desktop.JabRefDesktop",52,0,4,0,56,43
"org.jabref.gui.desktop.os.DefaultDesktop",2,0,7,0,8,7
"org.jabref.gui.desktop.os.Linux",6,0,5,0,11,16
"org.jabref.gui.desktop.os.NativeDesktop",n/a,n/a,n/a,n/a,8,n/a
"org.jabref.gui.desktop.os.OSX",4,0,6,0,9,9
"org.jabref.gui.desktop.os.Windows",6,0,5,0,12,13
"org.jabref.gui.dialogs.AutosaveUIManager",4,0,1,0,4,2
"org.jabref.gui.dialogs.BackupUIManager",4,0,1,0,4,3
"org.jabref.gui.documentviewer.DocumentPageViewModel",5,0,3,1,3,0
"org.jabref.gui.documentviewer.DocumentViewModel",4,0,2,1,3,2
"org.jabref.gui.documentviewer.DocumentViewerControl",6,0,1,0,18,18
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage",5,0,2,0,17,9
"org.jabref.gui.documentviewer.DocumentViewerController",8,1,1,0,32,13
"org.jabref.gui.documentviewer.DocumentViewerView",5,2,1,0,3,1
"org.jabref.gui.documentviewer.DocumentViewerViewModel",9,1,5,0,20,18
"org.jabref.gui.documentviewer.PageDimension",4,0,4,2,8,4
"org.jabref.gui.documentviewer.PageDimension.FixedHeightPageDimension",1,1,1,0,3,3
"org.jabref.gui.documentviewer.PageDimension.FixedWidthPageDimension",1,1,1,0,3,3
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel",2,1,2,0,8,5
"org.jabref.gui.documentviewer.PdfDocumentViewModel",4,1,1,0,7,3
"org.jabref.gui.documentviewer.ShowDocumentViewerAction",6,1,1,0,9,3
"org.jabref.gui.entryeditor.DeprecatedFieldsTab",9,2,1,0,6,2
"org.jabref.gui.entryeditor.EntryEditor",39,0,1,0,65,30
"org.jabref.gui.entryeditor.EntryEditorTab",8,0,2,5,6,3
"org.jabref.gui.entryeditor.EntryEditorTabList",5,0,1,0,7,8
"org.jabref.gui.entryeditor.FieldsEditorTab",25,1,3,6,24,28
"org.jabref.gui.entryeditor.MathSciNetTab",6,1,1,0,7,6
"org.jabref.gui.entryeditor.OptionalFields2Tab",9,2,1,0,6,2
"org.jabref.gui.entryeditor.OptionalFieldsTab",9,2,1,0,6,2
"org.jabref.gui.entryeditor.OtherFieldsTab",11,2,1,0,9,2
"org.jabref.gui.entryeditor.RelatedArticlesTab",12,1,2,0,18,5
"org.jabref.gui.entryeditor.RequiredFieldsTab",9,2,1,0,6,2
"org.jabref.gui.entryeditor.SourceTab",23,1,2,0,41,16
"org.jabref.gui.entryeditor.UserDefinedFieldsTab",8,2,1,0,4,2
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTab",8,1,2,0,7,3
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTabController",8,1,1,0,18,3
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTabView",4,1,1,0,3,2
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTabViewModel",12,1,3,0,22,11
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationViewModel",7,0,4,0,23,20
"org.jabref.gui.errorconsole.ErrorConsoleController",10,1,2,0,16,11
"org.jabref.gui.errorconsole.ErrorConsoleView",5,2,1,0,3,1
"org.jabref.gui.errorconsole.ErrorConsoleViewModel",10,1,2,0,21,8
"org.jabref.gui.errorconsole.LogEventViewModel",5,0,1,0,11,12
"org.jabref.gui.exporter.CustomExportDialog",14,1,4,0,18,11
"org.jabref.gui.exporter.ExportAction",22,0,1,0,10,13
"org.jabref.gui.exporter.ExportCustomizationDialog",16,1,0,0,22,9
"org.jabref.gui.exporter.ExportCustomizationDialog.ExportTableFormat",2,0,3,0,4,6
"org.jabref.gui.exporter.ExportFileFilter",2,0,3,0,11,11
"org.jabref.gui.exporter.ExportToClipboardAction",13,1,1,0,18,8
"org.jabref.gui.exporter.RtfTransferable",2,0,2,0,5,7
"org.jabref.gui.exporter.SaveAllAction",11,1,1,0,18,6
"org.jabref.gui.exporter.SaveDatabaseAction",37,1,1,0,96,49
"org.jabref.gui.externalfiles.AutoSetFileLinksUtil",14,0,1,0,12,6
"org.jabref.gui.externalfiles.AutoSetLinks",18,0,1,0,16,13
"org.jabref.gui.externalfiles.DownloadExternalFile",19,0,1,0,36,38
"org.jabref.gui.externalfiles.DownloadExternalFile.DownloadCallback",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.externalfiles.DroppedFileHandler",27,0,1,0,59,57
"org.jabref.gui.externalfiles.FileDownloadTask",4,1,1,0,7,2
"org.jabref.gui.externalfiles.FindFullTextAction",16,1,1,0,23,13
"org.jabref.gui.externalfiles.SynchronizeFileField",25,1,1,0,51,30
"org.jabref.gui.externalfiles.SynchronizeFileField.OptionsDialog",8,1,2,0,19,8
"org.jabref.gui.externalfiles.TransferableFileLinkSelection",6,0,3,0,8,5
"org.jabref.gui.externalfiles.WriteXMPAction",9,1,1,0,21,15
"org.jabref.gui.externalfiles.WriteXMPAction.OptionsDialog",7,1,1,0,13,6
"org.jabref.gui.externalfiletype.ExternalFileMenuItem",15,0,1,0,14,9
"org.jabref.gui.externalfiletype.ExternalFileType",36,0,1,1,24,31
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor",18,1,3,0,29,16
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor.EditExternalFileTypesAction",5,1,1,0,10,6
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor.EditListener",4,0,1,0,4,3
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor.FileTypeTableModel",3,0,4,0,11,16
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor.IconRenderer",1,0,1,0,1,1
"org.jabref.gui.externalfiletype.ExternalFileTypeEditor.TableClickListener",2,0,1,0,5,5
"org.jabref.gui.externalfiletype.ExternalFileTypeEntryEditor",16,0,1,0,33,26
"org.jabref.gui.externalfiletype.ExternalFileTypes",39,0,3,0,32,40
"org.jabref.gui.externalfiletype.UnknownExternalFileType",13,1,0,0,4,2
"org.jabref.gui.fieldeditors.AbstractEditorViewModel",31,1,3,11,15,7
"org.jabref.gui.fieldeditors.BibtexKeyEditor",13,0,2,0,13,5
"org.jabref.gui.fieldeditors.BibtexKeyEditorViewModel",8,2,1,0,6,2
"org.jabref.gui.fieldeditors.DateEditor",9,0,2,0,10,4
"org.jabref.gui.fieldeditors.DateEditorViewModel",6,2,1,0,3,6
"org.jabref.gui.fieldeditors.EditorTextArea",9,0,2,0,4,8
"org.jabref.gui.fieldeditors.EditorTypeEditorViewModel",5,4,2,0,7,3
"org.jabref.gui.fieldeditors.EditorValidator",10,0,1,0,4,3
"org.jabref.gui.fieldeditors.FieldEditor",n/a,n/a,n/a,n/a,17,n/a
"org.jabref.gui.fieldeditors.FieldEditorFX",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.fieldeditors.FieldEditorFocusListener",3,0,2,0,3,4
"org.jabref.gui.fieldeditors.FieldEditors",37,0,1,0,35,22
"org.jabref.gui.fieldeditors.FieldNameLabel",2,0,0,0,2,1
"org.jabref.gui.fieldeditors.FileListEditorTransferHandler",6,0,3,0,15,16
"org.jabref.gui.fieldeditors.GenderEditorViewModel",5,4,2,0,7,3
"org.jabref.gui.fieldeditors.HtmlTransferable",4,0,2,0,6,7
"org.jabref.gui.fieldeditors.IdentifierEditor",16,0,2,0,22,8
"org.jabref.gui.fieldeditors.IdentifierEditorViewModel",15,2,3,0,24,11
"org.jabref.gui.fieldeditors.JTextAreaWithHighlighting",9,1,2,0,12,20
"org.jabref.gui.fieldeditors.JournalEditor",14,0,2,0,17,5
"org.jabref.gui.fieldeditors.JournalEditorViewModel",8,2,1,0,6,5
"org.jabref.gui.fieldeditors.KeywordsEditor",6,1,1,0,3,2
"org.jabref.gui.fieldeditors.LinkedEntriesEditor",12,0,2,0,14,4
"org.jabref.gui.fieldeditors.LinkedEntriesEditorViewModel",10,2,4,0,9,8
"org.jabref.gui.fieldeditors.LinkedFileViewModel",29,1,3,0,82,54
"org.jabref.gui.fieldeditors.LinkedFilesEditor",18,0,5,0,52,32
"org.jabref.gui.fieldeditors.LinkedFilesEditorViewModel",25,2,2,0,57,23
"org.jabref.gui.fieldeditors.MapBasedEditorViewModel",9,3,1,6,7,8
"org.jabref.gui.fieldeditors.MonthEditorViewModel",7,3,3,0,7,9
"org.jabref.gui.fieldeditors.MultilineEditor",5,1,1,0,3,2
"org.jabref.gui.fieldeditors.OptionEditor",7,0,2,0,10,4
"org.jabref.gui.fieldeditors.OptionEditorViewModel",6,2,3,2,5,1
"org.jabref.gui.fieldeditors.OwnerEditor",11,0,2,0,13,5
"org.jabref.gui.fieldeditors.OwnerEditorViewModel",5,2,1,0,4,2
"org.jabref.gui.fieldeditors.PaginationEditorViewModel",5,4,2,0,7,3
"org.jabref.gui.fieldeditors.PatentTypeEditorViewModel",5,4,2,0,7,3
"org.jabref.gui.fieldeditors.PersonsEditor",12,0,2,0,16,3
"org.jabref.gui.fieldeditors.PersonsEditorViewModel",9,2,3,0,8,4
"org.jabref.gui.fieldeditors.SimpleEditor",15,0,2,1,14,4
"org.jabref.gui.fieldeditors.SimpleEditorViewModel",6,2,1,0,3,2
"org.jabref.gui.fieldeditors.TextArea",5,0,13,1,23,22
"org.jabref.gui.fieldeditors.TextField",9,1,10,0,23,24
