Chidamber-Kemerer metrics,Wed, 13 May 2020 15:03:46 CEST
"org.jabref.gui.fieldeditors.TypeEditorViewModel",5,4,2,0,7,3
"org.jabref.gui.fieldeditors.UrlEditor",12,0,2,0,13,5
"org.jabref.gui.fieldeditors.UrlEditorViewModel",9,2,2,0,8,5
"org.jabref.gui.fieldeditors.XmlTransferable",2,0,2,0,5,7
"org.jabref.gui.fieldeditors.YesNoEditorViewModel",4,4,2,0,6,3
"org.jabref.gui.fieldeditors.contextmenu.CaseChangeMenu",6,0,0,0,7,2
"org.jabref.gui.fieldeditors.contextmenu.ClearField",1,0,0,0,2,1
"org.jabref.gui.fieldeditors.contextmenu.ConversionMenu",4,0,0,0,6,2
"org.jabref.gui.fieldeditors.contextmenu.EditorMenus",10,0,1,0,9,3
"org.jabref.gui.fieldeditors.contextmenu.ProtectedTermsMenu",10,0,1,0,12,6
"org.jabref.gui.filelist.AttachFileAction",10,0,1,0,16,5
"org.jabref.gui.filelist.ConfirmCloseFileListEntryEditor",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.filelist.FileListEntry",16,0,1,0,14,15
"org.jabref.gui.filelist.FileListEntryEditor",25,0,5,0,53,41
"org.jabref.gui.filelist.FileListTableModel",21,0,4,0,28,28
"org.jabref.gui.groups.DroppingMouseLocation",2,n/a,0,n/a,0,0
"org.jabref.gui.groups.EntryTableTransferHandler",16,0,4,0,32,39
"org.jabref.gui.groups.GroupAddRemoveDialog",13,0,1,0,25,22
"org.jabref.gui.groups.GroupAddRemoveDialog.AddRemoveGroupTreeCellRenderer",3,1,1,0,3,2
"org.jabref.gui.groups.GroupDescriptions",9,0,4,0,14,21
"org.jabref.gui.groups.GroupDialog",34,1,3,0,79,68
"org.jabref.gui.groups.GroupMatcher",3,0,1,0,2,1
"org.jabref.gui.groups.GroupNodeViewModel",23,0,10,0,73,43
"org.jabref.gui.groups.GroupSidePane",28,1,3,0,39,15
"org.jabref.gui.groups.GroupTreeCellRenderer",3,0,1,1,9,17
"org.jabref.gui.groups.GroupTreeController",16,1,1,0,34,28
"org.jabref.gui.groups.GroupTreeNodeViewModel",22,0,4,0,65,53
"org.jabref.gui.groups.GroupTreeView",2,1,0,0,2,1
"org.jabref.gui.groups.GroupTreeViewModel",16,1,4,0,47,26
"org.jabref.gui.groups.GroupingWorker",12,0,1,0,16,5
"org.jabref.gui.groups.MoveGroupChange",2,0,4,0,5,5
"org.jabref.gui.groups.TransferableEntrySelection",3,0,3,0,6,10
"org.jabref.gui.groups.UndoableAddOrRemoveGroup",6,1,1,0,18,22
"org.jabref.gui.groups.UndoableChangeEntriesOfGroup",6,0,1,0,6,4
"org.jabref.gui.groups.UndoableModifyGroup",7,1,2,0,10,4
"org.jabref.gui.groups.UndoableModifySubtree",5,1,2,0,11,7
"org.jabref.gui.groups.UndoableMoveGroup",6,1,2,0,14,4
"org.jabref.gui.groups.WarnAssignmentSideEffects",5,0,2,0,6,10
"org.jabref.gui.help.AboutAction",3,1,1,0,5,2
"org.jabref.gui.help.AboutDialogController",5,1,2,0,19,9
"org.jabref.gui.help.AboutDialogView",5,2,1,0,3,1
"org.jabref.gui.help.AboutDialogViewModel",9,1,8,0,32,24
"org.jabref.gui.help.HelpAction",29,1,2,0,17,12
"org.jabref.gui.help.NewVersionDialog",8,1,0,0,8,2
"org.jabref.gui.importer.EntryFromExternalFileCreator",4,1,1,0,8,5
"org.jabref.gui.importer.EntryFromFileCreator",17,0,3,2,28,24
"org.jabref.gui.importer.EntryFromFileCreatorManager",14,0,1,0,20,30
"org.jabref.gui.importer.EntryFromPDFCreator",12,1,3,0,15,8
"org.jabref.gui.importer.FetcherPreviewDialog",13,1,5,0,28,17
"org.jabref.gui.importer.FetcherPreviewDialog.EntryTable",3,0,4,0,10,7
"org.jabref.gui.importer.FetcherPreviewDialog.EntryTableFormat",3,0,3,0,6,6
"org.jabref.gui.importer.FetcherPreviewDialog.PreviewRenderer",1,0,1,0,1,1
"org.jabref.gui.importer.FetcherPreviewDialog.TableEntry",3,0,2,0,4,4
"org.jabref.gui.importer.ImportCustomizationDialog",21,1,3,0,28,14
"org.jabref.gui.importer.ImportCustomizationDialog.ImportTableModel",6,0,2,0,9,9
"org.jabref.gui.importer.ImportFormats",18,0,1,0,3,7
"org.jabref.gui.importer.ImportInspectionDialog",58,1,6,0,93,50
"org.jabref.gui.importer.ImportInspectionDialog.AddToGroupAction",3,0,1,0,8,4
"org.jabref.gui.importer.ImportInspectionDialog.AttachUrl",4,0,1,0,11,5
"org.jabref.gui.importer.ImportInspectionDialog.CallBack",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.importer.ImportInspectionDialog.DeleteListener",5,0,1,0,10,5
"org.jabref.gui.importer.ImportInspectionDialog.DownloadFile",6,0,1,0,14,6
"org.jabref.gui.importer.ImportInspectionDialog.EntrySelectionListener",3,0,1,0,3,2
"org.jabref.gui.importer.ImportInspectionDialog.EntryTable",6,0,4,0,13,8
"org.jabref.gui.importer.ImportInspectionDialog.EntryTableFormat",10,0,1,0,14,17
"org.jabref.gui.importer.ImportInspectionDialog.InternalAutoSetLinks",7,0,1,0,15,6
"org.jabref.gui.importer.ImportInspectionDialog.LinkLocalFile",6,0,1,0,14,5
"org.jabref.gui.importer.ImportInspectionDialog.OkListener",23,0,1,0,43,33
"org.jabref.gui.importer.ImportInspectionDialog.SelectionButton",1,0,1,0,2,3
"org.jabref.gui.importer.ImportInspectionDialog.TableClickListener",13,0,3,0,36,31
"org.jabref.gui.importer.ImportMenuItem",20,0,3,0,26,16
"org.jabref.gui.importer.ImportMenuItem.MyWorker",19,1,1,0,29,14
"org.jabref.gui.importer.ParserResultWarningDialog",6,0,1,0,8,8
"org.jabref.gui.importer.UnlinkedFilesCrawler",5,0,1,0,7,11
"org.jabref.gui.importer.UnlinkedPDFFileFilter",6,0,1,0,5,2
"org.jabref.gui.importer.ZipFileChooser",5,1,2,0,9,7
"org.jabref.gui.importer.ZipFileChooser.ZipFileChooserTableModel",2,0,3,0,8,10
"org.jabref.gui.importer.actions.AppendDatabaseAction",35,0,1,0,53,19
"org.jabref.gui.importer.actions.CheckForNewEntryTypesAction",13,0,1,0,17,15
"org.jabref.gui.importer.actions.GUIPostOpenAction",n/a,n/a,n/a,n/a,2,n/a
"org.jabref.gui.importer.actions.HandleDuplicateWarnings",6,0,2,0,5,3
"org.jabref.gui.importer.actions.MergeReviewIntoCommentAction",7,0,2,0,8,3
"org.jabref.gui.importer.actions.MergeReviewIntoCommentConfirmationDialog",4,0,1,0,3,2
"org.jabref.gui.importer.actions.OpenDatabaseAction",35,1,1,0,53,28
"org.jabref.gui.importer.fetcher.ACMPortalFetcher",17,0,5,0,35,42
"org.jabref.gui.importer.fetcher.CiteSeerXFetcher",12,0,3,0,17,18
"org.jabref.gui.importer.fetcher.DOAJFetcher",11,0,3,0,25,13
"org.jabref.gui.importer.fetcher.EntryFetcher",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.importer.fetcher.EntryFetchers",14,0,1,0,5,2
"org.jabref.gui.importer.fetcher.GeneralFetcher",21,1,3,0,43,20
"org.jabref.gui.importer.fetcher.GeneralFetcher.EntryFetcherComparator",2,0,1,0,2,1
"org.jabref.gui.importer.fetcher.IEEEXploreFetcher",21,0,2,0,49,48
"org.jabref.gui.importer.fetcher.INSPIREFetcher",13,0,4,0,17,7
"org.jabref.gui.importer.fetcher.OAI2Fetcher",11,0,3,0,24,21
"org.jabref.gui.importer.fetcher.PreviewEntryFetcher",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.importer.fetcher.SearchBasedEntryFetcher",12,0,3,0,13,6
"org.jabref.gui.importer.fetcher.SpringerFetcher",9,0,3,0,23,13
"org.jabref.gui.journals.AbbreviateAction",12,1,1,0,18,8
"org.jabref.gui.journals.AbbreviationViewModel",6,0,4,0,14,14
"org.jabref.gui.journals.AbbreviationsFileViewModel",6,0,1,0,14,14
"org.jabref.gui.journals.JournalAbbreviationsUtil",2,0,1,0,4,4
"org.jabref.gui.journals.ManageJournalAbbreviationsController",13,1,1,0,31,21
"org.jabref.gui.journals.ManageJournalAbbreviationsController.JournalAbbreviationsAbbreviationTableEditingCell",4,0,1,0,11,15
"org.jabref.gui.journals.ManageJournalAbbreviationsController.JournalAbbreviationsNameTableEditingCell",4,0,1,0,11,15
"org.jabref.gui.journals.ManageJournalAbbreviationsView",5,2,1,0,3,1
"org.jabref.gui.journals.ManageJournalAbbreviationsViewModel",17,1,2,0,54,52
"org.jabref.gui.journals.ManageJournalsAction",4,1,1,0,6,2
"org.jabref.gui.journals.UnabbreviateAction",11,1,1,0,17,9
"org.jabref.gui.journals.UndoableAbbreviator",6,0,1,0,12,8
"org.jabref.gui.journals.UndoableUnabbreviator",6,0,1,0,11,6
"org.jabref.gui.keyboard.EmacsKeyBindings",16,0,3,0,25,28
"org.jabref.gui.keyboard.EmacsKeyBindings.BackwardKillWordAction",2,0,1,0,4,4
"org.jabref.gui.keyboard.EmacsKeyBindings.CapitalizeWordAction",1,0,1,0,3,5
"org.jabref.gui.keyboard.EmacsKeyBindings.DowncaseWordAction",1,0,1,0,3,3
"org.jabref.gui.keyboard.EmacsKeyBindings.KillLineAction",2,0,1,0,4,5
"org.jabref.gui.keyboard.EmacsKeyBindings.KillRegionAction",1,0,1,0,3,2
"org.jabref.gui.keyboard.EmacsKeyBindings.KillRing",6,0,3,0,7,11
"org.jabref.gui.keyboard.EmacsKeyBindings.KillRingSaveAction",1,0,1,0,3,2
"org.jabref.gui.keyboard.EmacsKeyBindings.KillWordAction",2,0,1,0,5,4
"org.jabref.gui.keyboard.EmacsKeyBindings.SetMarkCommandAction",1,0,1,0,5,6
"org.jabref.gui.keyboard.EmacsKeyBindings.UpcaseWordAction",1,0,1,0,3,3
"org.jabref.gui.keyboard.EmacsKeyBindings.YankAction",3,0,1,0,5,3
"org.jabref.gui.keyboard.EmacsKeyBindings.YankPopAction",3,0,1,0,6,4
"org.jabref.gui.keyboard.KeyBinder",6,0,1,0,4,2
"org.jabref.gui.keyboard.KeyBinding",71,n/a,4,n/a,7,5
"org.jabref.gui.keyboard.KeyBindingAction",5,0,1,0,5,2
"org.jabref.gui.keyboard.KeyBindingCategory",4,n/a,1,n/a,3,2
"org.jabref.gui.keyboard.KeyBindingRepository",72,0,2,0,23,36
"org.jabref.gui.keyboard.KeyBindingViewModel",7,0,2,0,20,24
"org.jabref.gui.keyboard.KeyBindingsDialogController",10,1,1,0,14,4
"org.jabref.gui.keyboard.KeyBindingsDialogView",5,2,1,0,3,1
"org.jabref.gui.keyboard.KeyBindingsDialogViewModel",8,1,1,0,22,13
"org.jabref.gui.logging.ApplicationInsightsAppender",1,3,2,0,7,4
"org.jabref.gui.logging.GuiAppender",2,3,2,0,8,5
"org.jabref.gui.maintable.ListSynchronizer",6,0,1,0,11,8
"org.jabref.gui.maintable.MainTable",49,0,4,0,93,90
"org.jabref.gui.maintable.MainTable.CellRendererMode",1,n/a,0,n/a,0,0
"org.jabref.gui.maintable.MainTableColumn",13,0,2,7,16,23
"org.jabref.gui.maintable.MainTableDataModel",20,0,4,0,28,30
"org.jabref.gui.maintable.MainTableDataModel.DisplayOption",8,n/a,0,n/a,0,0
"org.jabref.gui.maintable.MainTableDataModel.FilterAndSortingState",2,0,0,0,0,0
"org.jabref.gui.maintable.MainTableDataModel.GenericCompositeComparator",2,0,1,0,2,4
"org.jabref.gui.maintable.MainTableDataModel.StartStopListFilterAction",2,0,1,0,9,4
"org.jabref.gui.maintable.MainTableFormat",12,0,1,0,21,23
"org.jabref.gui.maintable.MainTableHeaderRenderer",2,0,1,0,2,4
"org.jabref.gui.maintable.MainTableNameFormatter",5,0,1,0,7,7
"org.jabref.gui.maintable.MainTableSelectionListener",38,0,8,0,72,76
"org.jabref.gui.maintable.PersistenceTableColumnListener",4,0,2,0,9,11
"org.jabref.gui.maintable.PreventDraggingJTableHeader",3,0,3,0,9,11
"org.jabref.gui.maintable.SpecialMainTableColumnsBuilder",13,0,5,0,15,29
"org.jabref.gui.menus.ChangeEntryTypeMenu",17,0,3,0,18,18
"org.jabref.gui.menus.FileHistoryMenu",8,0,1,0,17,11
"org.jabref.gui.menus.RightClickMenu",28,0,4,0,45,28
"org.jabref.gui.menus.RightClickMenu.GeneralAction",5,0,1,0,8,5
"org.jabref.gui.mergeentries.EntryFetchAndMergeWorker",9,0,1,0,9,5
"org.jabref.gui.mergeentries.FetchAndMergeEntry",10,0,1,0,12,6
"org.jabref.gui.mergeentries.FetchAndMergeWorker",12,0,1,0,11,6
"org.jabref.gui.mergeentries.MergeEntries",18,0,1,0,50,46
"org.jabref.gui.mergeentries.MergeEntriesDialog",13,1,1,0,34,3
"org.jabref.gui.mergeentries.MergeFetchedEntryDialog",13,1,1,0,25,2
"org.jabref.gui.mergeentries.MergeFetchedEntryDialog.CancelAction",3,0,1,0,4,2
"org.jabref.gui.mergeentries.MergeFetchedEntryDialog.ReplaceAction",10,0,1,0,19,8
"org.jabref.gui.mergeentries.MergeWithFetchedEntryAction",7,0,1,0,9,3
"org.jabref.gui.openoffice.AdvancedCiteDialog",6,0,4,0,19,7
"org.jabref.gui.openoffice.BibEntryNotFoundException",2,0,1,0,2,2
"org.jabref.gui.openoffice.CitationManager",11,0,2,0,20,7
"org.jabref.gui.openoffice.CitationManager.CitationEntryFormat",3,0,3,0,6,5
"org.jabref.gui.openoffice.CitationManager.SingleCitationDialog",7,0,1,0,20,4
"org.jabref.gui.openoffice.CitationManager.TableClickListener",2,0,1,0,3,3
"org.jabref.gui.openoffice.ConnectionLostException",2,0,0,0,1,1
"org.jabref.gui.openoffice.CreationException",1,0,0,0,1,1
"org.jabref.gui.openoffice.DetectOpenOfficeInstallation",14,1,1,0,30,23
"org.jabref.gui.openoffice.NoDocumentException",1,0,0,0,1,1
"org.jabref.gui.openoffice.OOBibBase",21,0,1,0,120,171
"org.jabref.gui.openoffice.OOBibBase.ComparableMark",1,0,2,0,5,8
"org.jabref.gui.openoffice.OpenOfficePanel",48,1,1,0,113,49
"org.jabref.gui.openoffice.OpenOfficeSidePanel",10,1,3,0,14,6
"org.jabref.gui.openoffice.StyleSelectDialog",25,0,1,0,62,31
"org.jabref.gui.openoffice.StyleSelectDialog.AddFileDialog",13,1,1,0,22,5
"org.jabref.gui.openoffice.StyleSelectDialog.EntrySelectionListener",3,0,1,0,5,3
"org.jabref.gui.openoffice.StyleSelectDialog.StyleTableFormat",3,0,3,0,8,12
"org.jabref.gui.openoffice.UndefinedCharacterFormatException",2,0,1,0,2,2
"org.jabref.gui.plaintextimport.BasicAction",3,0,1,3,3,2
"org.jabref.gui.plaintextimport.PopupListener",1,0,1,0,4,5
"org.jabref.gui.plaintextimport.TagToMarkedTextStore",3,0,1,0,7,9
"org.jabref.gui.plaintextimport.TagToMarkedTextStore.TMarkedStoreItem",1,0,1,0,3,3
"org.jabref.gui.plaintextimport.TextInputDialog",36,1,1,0,60,30
"org.jabref.gui.plaintextimport.TextInputDialog.ClearAction",5,1,1,0,5,2
"org.jabref.gui.plaintextimport.TextInputDialog.FieldListMouseListener",1,0,1,0,2,2
"org.jabref.gui.plaintextimport.TextInputDialog.FieldListSelectionHandler",2,0,1,0,2,4
"org.jabref.gui.plaintextimport.TextInputDialog.LoadAction",13,1,1,0,11,4
"org.jabref.gui.plaintextimport.TextInputDialog.MenuTextForTagAction",1,0,1,0,3,2
"org.jabref.gui.plaintextimport.TextInputDialog.PasteAction",6,1,1,0,7,3
"org.jabref.gui.plaintextimport.TextInputDialog.SimpleCellRenderer",7,0,1,0,6,5
"org.jabref.gui.preftabs.AdvancedTab",13,0,2,0,32,12
"org.jabref.gui.preftabs.AppearancePrefsTab",8,0,2,0,30,15
"org.jabref.gui.preftabs.AppearancePrefsTab.LookAndFeel",1,0,1,0,1,1
"org.jabref.gui.preftabs.BibtexKeyPatternPrefTab",8,1,3,0,21,10
"org.jabref.gui.preftabs.ColorSetupPanel",6,0,1,0,20,6
"org.jabref.gui.preftabs.ColorSetupPanel.ColorButton",5,0,5,0,13,11
"org.jabref.gui.preftabs.ColorSetupPanel.ColorButtonListener",2,0,1,0,6,3
"org.jabref.gui.preftabs.EntryEditorPrefsTab",7,0,3,0,30,18
"org.jabref.gui.preftabs.ExportSortingPrefsTab",5,0,3,0,22,8
"org.jabref.gui.preftabs.ExternalTab",11,0,4,0,27,22
"org.jabref.gui.preftabs.FileTab",15,0,2,0,20,15
"org.jabref.gui.preftabs.FontSelectorDialog",4,1,3,0,6,14
"org.jabref.gui.preftabs.GeneralTab",12,0,2,0,25,10
"org.jabref.gui.preftabs.GeneralTab.DefaultBibModeRenderer",2,0,1,0,2,1
"org.jabref.gui.preftabs.GroupsPrefsTab",4,0,3,0,16,7
"org.jabref.gui.preftabs.ImportSettingsTab",6,0,3,0,18,16
"org.jabref.gui.preftabs.NameFormatterTab",10,0,3,0,21,25
"org.jabref.gui.preftabs.NameFormatterTab.AddRowAction",6,0,1,0,5,6
"org.jabref.gui.preftabs.NameFormatterTab.DeleteRowAction",5,0,1,0,4,5
"org.jabref.gui.preftabs.NameFormatterTab.TableRow",3,0,2,0,7,7
"org.jabref.gui.preftabs.NetworkTab",7,0,2,0,23,12
"org.jabref.gui.preftabs.PreferencesDialog",39,1,2,0,54,13
"org.jabref.gui.preftabs.PreferencesDialog.CancelAction",1,0,1,0,2,2
"org.jabref.gui.preftabs.PreferencesDialog.ExportAction",11,0,1,0,13,2
"org.jabref.gui.preftabs.PreferencesDialog.OkAction",1,0,1,0,3,2
"org.jabref.gui.preftabs.PreferencesFilterDialog",7,1,1,0,7,3
"org.jabref.gui.preftabs.PreferencesFilterDialog.PreferencesTableModel",3,0,3,0,10,14
"org.jabref.gui.preftabs.PrefsTab",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.preftabs.PreviewPrefsTab",15,0,2,0,35,25
"org.jabref.gui.preftabs.TableColumnsTab",20,0,3,0,36,41
"org.jabref.gui.preftabs.TableColumnsTab.AbstractMoveRowAction",4,0,1,2,2,4
"org.jabref.gui.preftabs.TableColumnsTab.AddRowAction",6,0,1,0,5,6
"org.jabref.gui.preftabs.TableColumnsTab.DeleteRowAction",5,0,1,0,4,6
"org.jabref.gui.preftabs.TableColumnsTab.MoveRowDownAction",6,1,1,0,6,6
"org.jabref.gui.preftabs.TableColumnsTab.MoveRowUpAction",6,1,1,0,6,6
"org.jabref.gui.preftabs.TableColumnsTab.TableRow",4,0,2,0,7,7
"org.jabref.gui.preftabs.TableColumnsTab.UpdateOrderAction",4,0,1,0,5,6
"org.jabref.gui.preftabs.TableColumnsTab.UpdateWidthsAction",4,0,1,0,5,7
"org.jabref.gui.preftabs.TablePrefsTab",7,0,3,0,20,17
"org.jabref.gui.preftabs.XmpPrefsTab",7,0,3,0,19,19
"org.jabref.gui.preftabs.XmpPrefsTab.AddRowAction",5,0,1,0,4,6
"org.jabref.gui.preftabs.XmpPrefsTab.DeleteRowAction",5,0,1,0,4,6
"org.jabref.gui.protectedterms.NewProtectedTermsFileDialog",16,1,1,0,24,5
"org.jabref.gui.protectedterms.ProtectedTermsDialog",22,0,1,0,41,23
"org.jabref.gui.protectedterms.ProtectedTermsDialog.AddFileDialog",13,1,1,0,21,4
"org.jabref.gui.protectedterms.ProtectedTermsDialog.EntrySelectionListener",1,0,1,0,2,2
"org.jabref.gui.protectedterms.ProtectedTermsDialog.TermTableModel",4,0,5,0,13,21
"org.jabref.gui.push.AbstractPushToApplication",21,0,4,6,25,19
"org.jabref.gui.push.PushToApplication",n/a,n/a,n/a,n/a,9,n/a
"org.jabref.gui.push.PushToApplicationAction",8,0,1,0,17,12
"org.jabref.gui.push.PushToApplicationButton",16,0,1,0,30,19
"org.jabref.gui.push.PushToApplicationButton.BooleanHolder",1,0,0,0,1,1
"org.jabref.gui.push.PushToApplicationButton.MenuAction",6,1,3,0,9,4
"org.jabref.gui.push.PushToApplicationButton.PopupItemActionListener",2,0,1,0,3,2
"org.jabref.gui.push.PushToApplicationButton.PushButtonMouseListener",2,0,1,0,5,8
"org.jabref.gui.push.PushToApplications",9,0,1,0,2,2
"org.jabref.gui.push.PushToEmacs",14,1,4,0,24,15
"org.jabref.gui.push.PushToLyx",12,1,4,0,13,12
"org.jabref.gui.push.PushToTeXstudio",5,1,4,0,6,4
"org.jabref.gui.push.PushToTexmaker",5,1,4,0,6,4
"org.jabref.gui.push.PushToVim",12,1,3,0,23,13
"org.jabref.gui.push.PushToWinEdt",5,1,4,0,6,4
"org.jabref.gui.remote.JabRefMessageHandler",8,0,1,0,6,3
"org.jabref.gui.renderer.CompleteRenderer",2,1,2,0,5,3
"org.jabref.gui.renderer.GeneralRenderer",6,0,3,2,6,12
"org.jabref.gui.renderer.IncompleteRenderer",5,1,2,0,7,3
"org.jabref.gui.search.GlobalSearchBar",43,0,1,0,75,43
"org.jabref.gui.search.GlobalSearchBar.SearchKeyAdapter",6,0,1,0,7,8
"org.jabref.gui.search.GlobalSearchWorker",8,0,2,0,14,6
"org.jabref.gui.search.HitOrMissComparator",2,0,1,0,3,3
"org.jabref.gui.search.SearchDisplayMode",4,n/a,2,n/a,4,3
"org.jabref.gui.search.SearchResultFrame",27,0,3,0,57,44
"org.jabref.gui.search.SearchResultFrame.EntrySelectionListener",4,0,1,0,6,2
"org.jabref.gui.search.SearchResultFrame.EntryTableFormat",13,0,2,0,17,19
"org.jabref.gui.search.SearchResultFrame.TableClickListener",8,0,1,0,19,18
"org.jabref.gui.search.SearchTextField",2,0,1,0,2,1
"org.jabref.gui.search.SearchWorker",13,0,1,0,23,15
"org.jabref.gui.search.matchers.EverythingMatcher",2,0,1,0,1,1
"org.jabref.gui.search.matchers.SearchMatcher",3,0,1,0,2,1
"org.jabref.gui.search.rules.describer.ContainsAndRegexBasedSearchRuleDescriber",2,0,1,0,6,8
"org.jabref.gui.search.rules.describer.GrammarBasedSearchRuleDescriber",2,0,1,0,4,3
"org.jabref.gui.search.rules.describer.GrammarBasedSearchRuleDescriber.DescriptionSearchBaseVisitor",12,2,5,0,14,14
"org.jabref.gui.search.rules.describer.SearchDescriber",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.search.rules.describer.SearchDescribers",4,0,1,0,9,5
"org.jabref.gui.shared.ConnectToSharedDatabaseDialog",29,1,1,0,55,33
"org.jabref.gui.shared.MergeSharedEntryDialog",8,0,1,0,15,6
"org.jabref.gui.shared.MigrationHelpDialog",5,1,0,0,4,2
"org.jabref.gui.shared.SharedDatabaseUIManager",29,0,1,0,56,10
"org.jabref.gui.specialfields.SpecialFieldAction",16,0,1,0,21,11
"org.jabref.gui.specialfields.SpecialFieldDatabaseChangeListener",11,0,2,0,10,5
"org.jabref.gui.specialfields.SpecialFieldDropDown",5,0,1,0,6,3
"org.jabref.gui.specialfields.SpecialFieldDropDown.MenuButtonActionListener",6,0,1,0,10,4
"org.jabref.gui.specialfields.SpecialFieldDropDown.MenuButtonActionListener.PopupitemActionListener",2,0,1,0,3,2
"org.jabref.gui.specialfields.SpecialFieldMenuAction",5,0,1,0,7,3
"org.jabref.gui.specialfields.SpecialFieldUpdateListener",11,0,2,0,12,6
"org.jabref.gui.specialfields.SpecialFieldValueViewModel",11,0,1,0,8,74
"org.jabref.gui.specialfields.SpecialFieldViewModel",13,0,1,0,10,18
"org.jabref.gui.undo.AbstractUndoableJabRefEdit",14,0,2,13,3,2
"org.jabref.gui.undo.CountingUndoManager",42,0,1,0,16,13
"org.jabref.gui.undo.NamedCompound",44,0,2,0,7,7
"org.jabref.gui.undo.UndoableChangeType",9,1,1,0,13,5
"org.jabref.gui.undo.UndoableFieldChange",28,1,1,0,15,7
"org.jabref.gui.undo.UndoableInsertEntry",14,1,1,0,10,4
"org.jabref.gui.undo.UndoableInsertString",12,1,1,0,11,4
"org.jabref.gui.undo.UndoableKeyChange",10,1,1,0,11,5
"org.jabref.gui.undo.UndoablePreambleChange",6,1,2,0,7,4
"org.jabref.gui.undo.UndoableRemoveEntry",12,1,1,0,10,4
"org.jabref.gui.undo.UndoableRemoveString",9,1,1,0,11,4
"org.jabref.gui.undo.UndoableStringChange",8,1,1,0,10,7
"org.jabref.gui.util.BackgroundTask",13,0,7,2,19,19
