Chidamber-Kemerer metrics,Mon, 18 May 2020 19:24:28 CEST,,,,,,,,
org.jabref.gui.exporter.SaveDatabaseAction,40,30,1,1,221,0,3.27,0.6,99,49
org.jabref.gui.externalfiles.AutoSetFileLinksUtil,14,7,0,1,29,0,2,2.67,12,6
org.jabref.gui.externalfiles.AutoSetLinks,18,5,0,1,37,0,3.25,3,16,13
org.jabref.gui.externalfiles.DownloadExternalFile,19,16,0,1,122,0,4.22,1.56,36,38
org.jabref.gui.externalfiles.DownloadExternalFile.DownloadCallback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jabref.gui.externalfiles.DroppedFileHandler,27,20,0,1,276,0,5.7,3.2,59,57
org.jabref.gui.externalfiles.FileDownloadTask,4,25,1,1,9,0,1,1,7,2
org.jabref.gui.externalfiles.FindFullTextAction,16,16,1,1,74,0,3.25,0.25,23,13
org.jabref.gui.externalfiles.SynchronizeFileField,25,20,1,1,74,0,7.5,0.25,51,30
org.jabref.gui.externalfiles.SynchronizeFileField.OptionsDialog,8,22,1,2,74,0,1.33,0.6,19,8
org.jabref.gui.externalfiles.TransferableFileLinkSelection,6,6,0,3,15,0,1.25,1,8,5
org.jabref.gui.externalfiles.WriteXMPAction,9,20,1,1,51,0,3.75,0.25,21,15
org.jabref.gui.externalfiles.WriteXMPAction.OptionsDialog,7,18,1,1,51,0,1,0.2,13,6
org.jabref.gui.externalfiletype.ExternalFileMenuItem,15,11,0,1,41,0,2.25,3.75,14,9
org.jabref.gui.externalfiletype.ExternalFileType,36,29,0,1,20,1,1.41,0.68,24,31
org.jabref.gui.externalfiletype.ExternalFileTypeEditor,18,30,1,3,12,0,1.78,0.62,29,16
org.jabref.gui.externalfiletype.ExternalFileTypeEditor.EditExternalFileTypesAction,5,9,1,1,12,0,2,1,10,6
org.jabref.gui.externalfiletype.ExternalFileTypeEditor.EditListener,4,1,0,1,6,0,3,1,4,3
org.jabref.gui.externalfiletype.ExternalFileTypeEditor.FileTypeTableModel,3,5,0,4,11,0,3.2,0.8,11,16
org.jabref.gui.externalfiletype.ExternalFileTypeEditor.IconRenderer,1,2,0,1,2,0,1,6,1,1
org.jabref.gui.externalfiletype.ExternalFileTypeEditor.TableClickListener,2,4,0,1,5,0,1.25,1,5,5
org.jabref.gui.externalfiletype.ExternalFileTypeEntryEditor,16,25,0,1,150,0,2.17,1.12,33,26
org.jabref.gui.externalfiletype.ExternalFileTypes,39,17,0,3,136,0,3.08,0.69,32,40
org.jabref.gui.externalfiletype.UnknownExternalFileType,13,30,1,0,4,0,1,1.5,4,2
org.jabref.gui.fieldeditors.AbstractEditorViewModel,31,11,1,3,16,11,1.4,1,15,7
org.jabref.gui.fieldeditors.BibtexKeyEditor,13,11,0,2,9,0,1,1.8,13,5
org.jabref.gui.fieldeditors.BibtexKeyEditorViewModel,8,16,2,1,4,0,1,3,6,2
org.jabref.gui.fieldeditors.DateEditor,9,10,0,2,8,0,1,1.25,10,4
org.jabref.gui.fieldeditors.DateEditorViewModel,6,14,2,1,7,0,1.5,2,3,6
org.jabref.gui.fieldeditors.EditorTextArea,9,4,0,2,22,0,1.6,1,4,8
org.jabref.gui.fieldeditors.EditorTypeEditorViewModel,5,24,4,2,16,0,1,1.33,7,3
org.jabref.gui.fieldeditors.EditorValidator,10,3,0,1,3,0,1.5,1.5,4,3
org.jabref.gui.fieldeditors.FieldEditor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a
org.jabref.gui.fieldeditors.FieldEditorFX,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
org.jabref.gui.fieldeditors.FieldEditorFocusListener,3,2,0,2,8,0,2,1,3,4
org.jabref.gui.fieldeditors.FieldEditors,38,3,0,1,42,0,11,6.5,36,22
org.jabref.gui.fieldeditors.FieldNameLabel,2,1,0,0,3,0,1,1,2,1
org.jabref.gui.fieldeditors.FileListEditorTransferHandler,6,13,0,3,46,0,2.29,1.71,15,16
org.jabref.gui.fieldeditors.GenderEditorViewModel,5,24,4,2,16,0,1,1.33,7,3
org.jabref.gui.fieldeditors.HtmlTransferable,4,14,0,2,22,0,1.4,1,6,7
org.jabref.gui.fieldeditors.IdentifierEditor,16,16,0,2,25,0,1.14,1.43,22,8
org.jabref.gui.fieldeditors.IdentifierEditorViewModel,15,27,2,3,37,0,1.1,0.7,24,11
org.jabref.gui.fieldeditors.JTextAreaWithHighlighting,9,20,1,2,51,0,2,0.62,12,20
org.jabref.gui.fieldeditors.JournalEditor,14,12,0,2,14,0,1,1.4,17,5
org.jabref.gui.fieldeditors.JournalEditorViewModel,8,15,2,1,11,0,2.5,2.5,6,5
org.jabref.gui.fieldeditors.KeywordsEditor,6,10,1,1,1,0,1,2,3,2
org.jabref.gui.fieldeditors.LinkedEntriesEditor,12,10,0,2,12,0,1,1.25,14,4
org.jabref.gui.fieldeditors.LinkedEntriesEditorViewModel,10,18,2,4,15,0,1.14,1.2,9,8
org.jabref.gui.fieldeditors.LinkedFileViewModel,29,44,1,3,188,0,1.86,0.72,82,54
org.jabref.gui.fieldeditors.LinkedFilesEditor,18,22,0,5,182,0,2,1.31,52,32
org.jabref.gui.fieldeditors.LinkedFilesEditorViewModel,25,34,2,2,84,0,1.35,1,57,23
org.jabref.gui.fieldeditors.MapBasedEditorViewModel,9,21,3,1,n/a,6,1.33,0.8,7,8
org.jabref.gui.fieldeditors.MonthEditorViewModel,7,20,3,3,10,0,1.5,1.25,7,9
org.jabref.gui.fieldeditors.MultilineEditor,6,10,1,1,1,0,1,2,3,2
org.jabref.gui.fieldeditors.OptionEditor,7,10,0,2,13,0,1,0.5,10,4
org.jabref.gui.fieldeditors.OptionEditorViewModel,6,15,2,3,n/a,2,1,1,5,1
org.jabref.gui.fieldeditors.OwnerEditor,11,11,0,2,9,0,1,1.2,13,5
org.jabref.gui.fieldeditors.OwnerEditorViewModel,5,14,2,1,3,0,1,2,4,2
org.jabref.gui.fieldeditors.PaginationEditorViewModel,5,24,4,2,16,0,1,1.33,7,3
org.jabref.gui.fieldeditors.PatentTypeEditorViewModel,5,24,4,2,26,0,1,1.33,7,3
org.jabref.gui.fieldeditors.PersonsEditor,12,8,0,2,16,0,1,1.67,16,3
org.jabref.gui.fieldeditors.PersonsEditorViewModel,9,16,2,3,2,0,1,1.25,8,4
org.jabref.gui.fieldeditors.SimpleEditor,15,8,0,2,15,2,1.33,1.67,14,4
org.jabref.gui.fieldeditors.SimpleEditorViewModel,6,13,2,1,1,0,1,1.5,3,2
org.jabref.gui.fieldeditors.TextArea,5,42,0,13,15,1,1.05,0.57,23,22
org.jabref.gui.fieldeditors.TextField,9,44,1,10,49,0,1.26,0.65,23,24
org.jabref.gui.fieldeditors.TypeEditorViewModel,5,24,4,2,18,0,1,1.33,7,3
org.jabref.gui.fieldeditors.UrlEditor,12,11,0,2,9,0,1,1.4,13,5
org.jabref.gui.fieldeditors.UrlEditorViewModel,9,17,2,2,12,0,1.25,1,8,5
org.jabref.gui.fieldeditors.XmlTransferable,2,10,0,2,9,0,1.4,1,5,7
org.jabref.gui.fieldeditors.YesNoEditorViewModel,4,24,4,2,4,0,1,1.33,6,3
org.jabref.gui.fieldeditors.contextmenu.CaseChangeMenu,6,1,0,0,16,0,2,1,7,2
org.jabref.gui.fieldeditors.contextmenu.ClearField,2,1,0,0,4,0,1,1,2,1
org.jabref.gui.fieldeditors.contextmenu.ConversionMenu,4,1,0,0,13,0,2,1,6,2
org.jabref.gui.fieldeditors.contextmenu.EditorMenus,11,3,0,1,28,0,1,1,10,3
org.jabref.gui.fieldeditors.contextmenu.ProtectedTermsMenu,10,5,0,1,49,0,3,0.5,12,6
org.jabref.gui.filelist.AttachFileAction,10,4,0,1,18,0,2.5,0.5,16,5
org.jabref.gui.filelist.ConfirmCloseFileListEntryEditor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jabref.gui.filelist.FileListEntry,16,16,0,1,34,0,1.15,0.85,14,15
org.jabref.gui.filelist.FileListEntryEditor,25,33,0,5,190,0,2.05,1.14,53,41
org.jabref.gui.filelist.FileListTableModel,21,17,0,4,47,0,1.75,1.25,28,28
org.jabref.gui.groups.DroppingMouseLocation,2,3,n/a,0,n/a,n/a,n/a,0,0,0
org.jabref.gui.groups.EntryTableTransferHandler,16,22,0,4,92,0,2.79,2,32,39
org.jabref.gui.groups.GroupAddRemoveDialog,13,13,0,1,4,0,2.75,1.57,25,22
org.jabref.gui.groups.GroupAddRemoveDialog.AddRemoveGroupTreeCellRenderer,3,9,1,1,4,0,2,7,3,2
org.jabref.gui.groups.GroupDescriptions,9,7,0,4,85,0,3,1.29,14,21
org.jabref.gui.groups.GroupDialog,37,64,1,3,472,0,3.58,0.56,82,68
org.jabref.gui.groups.GroupMatcher,3,3,0,1,1,0,1,1,2,1
org.jabref.gui.groups.GroupNodeViewModel,23,46,0,10,99,0,1.26,0.74,73,43
org.jabref.gui.groups.GroupSidePane,28,26,1,3,50,0,1.67,0.56,39,15
org.jabref.gui.groups.GroupTreeCellRenderer,3,8,0,1,33,1,4.25,2.5,9,17
org.jabref.gui.groups.GroupTreeController,16,24,1,1,213,0,2.8,1.2,34,28
org.jabref.gui.groups.GroupTreeNodeViewModel,22,39,0,4,116,0,1.43,0.49,65,53
org.jabref.gui.groups.GroupTreeView,2,5,1,0,1,0,1,0,2,1
org.jabref.gui.groups.GroupTreeViewModel,16,27,1,4,135,0,1.44,0.78,47,26
org.jabref.gui.groups.GroupingWorker,12,5,0,1,21,0,1.67,1,16,5
org.jabref.gui.groups.MoveGroupChange,2,9,0,4,0,0,1,0.8,5,5
org.jabref.gui.groups.TransferableEntrySelection,3,12,0,3,17,0,1.67,0.67,6,10
org.jabref.gui.groups.UndoableAddOrRemoveGroup,6,15,1,1,42,0,4.4,0.8,18,22
org.jabref.gui.groups.UndoableChangeEntriesOfGroup,6,2,0,1,3,0,2,1,6,4
org.jabref.gui.groups.UndoableModifyGroup,7,11,1,2,18,0,1,1,10,4
org.jabref.gui.groups.UndoableModifySubtree,5,11,1,2,20,0,1.75,0.75,11,7
org.jabref.gui.groups.UndoableMoveGroup,6,11,1,2,29,0,1,0.5,14,4
org.jabref.gui.groups.WarnAssignmentSideEffects,5,3,0,2,23,0,3.33,1.33,6,10
org.jabref.gui.help.AboutAction,3,5,1,1,5,0,1,2,5,2
org.jabref.gui.help.AboutDialogController,5,19,1,2,15,0,1,0,19,9
org.jabref.gui.help.AboutDialogView,5,8,2,1,4,0,1,0,3,1
org.jabref.gui.help.AboutDialogViewModel,9,40,1,8,52,0,1.04,0.17,32,24
org.jabref.gui.help.HelpAction,29,15,1,2,38,0,1.09,1.7,17,12
org.jabref.gui.help.NewVersionDialog,8,10,1,0,39,0,1,3,8,2
org.jabref.gui.importer.EntryFromExternalFileCreator,4,16,1,1,8,0,1.25,0.75,8,5
org.jabref.gui.importer.EntryFromFileCreator,17,14,0,3,n/a,2,2.67,1.25,28,24
org.jabref.gui.importer.EntryFromFileCreatorManager,14,8,0,1,47,0,3.33,2,20,30
org.jabref.gui.importer.EntryFromPDFCreator,12,17,1,3,26,0,1.6,0.8,15,8
org.jabref.gui.importer.FetcherPreviewDialog,13,27,1,5,11,0,1.55,1.3,28,17
org.jabref.gui.importer.FetcherPreviewDialog.EntryTable,3,6,0,4,12,0,1.4,1.8,10,7
org.jabref.gui.importer.FetcherPreviewDialog.EntryTableFormat,3,6,0,3,4,0,2,1,6,6
org.jabref.gui.importer.FetcherPreviewDialog.PreviewRenderer,1,2,0,1,2,0,1,6,1,1
org.jabref.gui.importer.FetcherPreviewDialog.TableEntry,3,7,0,2,0,0,1,0.75,4,4
org.jabref.gui.importer.ImportCustomizationDialog,21,19,1,3,12,0,2.8,1,28,14
org.jabref.gui.importer.ImportCustomizationDialog.ImportTableModel,6,6,0,2,12,0,1.8,0.8,9,9
org.jabref.gui.importer.ImportFormats,18,2,0,1,42,0,1.4,1,3,7
org.jabref.gui.importer.ImportInspectionDialog,58,67,1,6,32,0,2.17,1.15,93,50
org.jabref.gui.importer.ImportInspectionDialog.AddToGroupAction,3,3,0,1,14,0,2,1,8,4
org.jabref.gui.importer.ImportInspectionDialog.AttachUrl,4,2,0,1,21,0,2.5,0.5,11,5
org.jabref.gui.importer.ImportInspectionDialog.CallBack,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jabref.gui.importer.ImportInspectionDialog.DeleteListener,5,3,0,1,19,0,1.67,0.33,10,5
org.jabref.gui.importer.ImportInspectionDialog.DownloadFile,6,5,0,1,24,0,2,0.67,14,6
org.jabref.gui.importer.ImportInspectionDialog.EntrySelectionListener,3,2,0,1,6,0,2,1,3,2
org.jabref.gui.importer.ImportInspectionDialog.EntryTable,3,6,0,4,12,0,1.6,1.8,12,8
org.jabref.gui.importer.ImportInspectionDialog.EntryTableFormat,10,6,0,1,32,0,5.67,1,14,17
org.jabref.gui.importer.ImportInspectionDialog.InternalAutoSetLinks,7,2,0,1,26,0,3,0.5,15,6
org.jabref.gui.importer.ImportInspectionDialog.LinkLocalFile,6,5,0,1,26,0,1.67,0.67,14,5
org.jabref.gui.importer.ImportInspectionDialog.OkListener,23,6,0,1,70,0,5.5,1.33,43,33
org.jabref.gui.importer.ImportInspectionDialog.SelectionButton,1,3,0,1,3,0,1.5,1,2,3
org.jabref.gui.importer.ImportInspectionDialog.TableClickListener,13,10,0,3,136,0,3.1,1.1,36,31
org.jabref.gui.importer.ImportMenuItem,20,9,0,3,73,0,3.2,1.6,26,16
org.jabref.gui.importer.ImportMenuItem.MyWorker,19,14,1,1,52,0,4.67,0,29,14
org.jabref.gui.importer.ParserResultWarningDialog,6,3,0,1,22,0,2,1.67,8,8
org.jabref.gui.importer.UnlinkedFilesCrawler,5,5,0,1,19,0,3.67,2.33,7,11
org.jabref.gui.importer.UnlinkedPDFFileFilter,6,4,0,1,3,0,1,1.5,5,2
org.jabref.gui.importer.ZipFileChooser,5,13,1,2,18,0,2.33,1,9,7
org.jabref.gui.importer.ZipFileChooser.ZipFileChooserTableModel,2,10,0,3,18,0,1.43,0.86,8,10
org.jabref.gui.importer.actions.AppendDatabaseAction,35,10,0,1,76,0,3.8,2.8,53,19
org.jabref.gui.importer.actions.CheckForNewEntryTypesAction,13,8,0,1,73,0,2.5,1.83,17,15
org.jabref.gui.importer.actions.GUIPostOpenAction,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jabref.gui.importer.actions.HandleDuplicateWarnings,6,4,0,2,6,0,1.5,1.5,5,3
org.jabref.gui.importer.actions.MergeReviewIntoCommentAction,7,4,0,2,6,0,1.5,1.5,8,3
org.jabref.gui.importer.actions.MergeReviewIntoCommentConfirmationDialog,4,3,0,1,12,0,1,1,3,2
org.jabref.gui.importer.actions.OpenDatabaseAction,35,15,1,1,134,0,3.5,2,53,28
org.jabref.gui.importer.fetcher.ACMPortalFetcher,17,61,0,5,161,0,2.62,1.31,35,42
org.jabref.gui.importer.fetcher.CiteSeerXFetcher,12,25,0,3,45,0,2.25,0.88,17,18
org.jabref.gui.importer.fetcher.DOAJFetcher,11,15,0,3,43,0,2.6,0.6,25,13
org.jabref.gui.importer.fetcher.EntryFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
org.jabref.gui.importer.fetcher.EntryFetchers,14,3,0,1,12,0,1,0.5,5,2
org.jabref.gui.importer.fetcher.GeneralFetcher,21,30,1,3,3,0,2.5,0.38,43,20
org.jabref.gui.importer.fetcher.GeneralFetcher.EntryFetcherComparator,2,1,0,1,3,0,1,2,2,1
org.jabref.gui.importer.fetcher.IEEEXploreFetcher,21,37,0,2,272,0,4.8,0.9,49,48
org.jabref.gui.importer.fetcher.INSPIREFetcher,13,14,0,4,30,0,1,0.71,17,7
org.jabref.gui.importer.fetcher.OAI2Fetcher,11,32,0,3,65,0,1.91,1.09,24,21
org.jabref.gui.importer.fetcher.PreviewEntryFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
org.jabref.gui.importer.fetcher.SearchBasedEntryFetcher,12,13,0,3,14,0,1,0.67,13,6
org.jabref.gui.importer.fetcher.SpringerFetcher,9,15,0,3,44,0,2.6,0.6,23,13
org.jabref.gui.journals.AbbreviateAction,12,16,1,1,25,0,2,0.5,18,8
org.jabref.gui.journals.AbbreviationViewModel,6,16,0,4,13,0,1.17,0.33,14,14
org.jabref.gui.journals.AbbreviationsFileViewModel,6,15,0,1,29,0,1.27,0.36,14,14
org.jabref.gui.journals.JournalAbbreviationsUtil,2,2,0,1,5,0,1.33,0.5,4,4
org.jabref.gui.journals.ManageJournalAbbreviationsController,13,34,1,1,58,0,1.5,0,31,21
org.jabref.gui.journals.ManageJournalAbbreviationsController.JournalAbbreviationsAbbreviationTableEditingCell,4,9,0,1,58,0,2.5,0.5,11,15
org.jabref.gui.journals.ManageJournalAbbreviationsController.JournalAbbreviationsNameTableEditingCell,4,9,0,1,58,0,2.5,0.5,11,15
org.jabref.gui.journals.ManageJournalAbbreviationsView,5,8,2,1,5,0,1,0,3,1
org.jabref.gui.journals.ManageJournalAbbreviationsViewModel,17,44,1,2,170,0,1.93,0.48,54,52
org.jabref.gui.journals.ManageJournalsAction,4,5,1,1,5,0,1,0.5,6,2
org.jabref.gui.journals.UnabbreviateAction,11,14,1,1,17,0,2.25,0.25,17,9
org.jabref.gui.journals.UndoableAbbreviator,6,5,0,1,13,0,2.67,2.33,12,8
org.jabref.gui.journals.UndoableUnabbreviator,6,3,0,1,11,0,3,2.5,11,6
org.jabref.gui.keyboard.EmacsKeyBindings,16,24,0,3,15,0,4,0.57,25,28
org.jabref.gui.keyboard.EmacsKeyBindings.BackwardKillWordAction,2,2,0,1,12,0,2,1,4,4
org.jabref.gui.keyboard.EmacsKeyBindings.CapitalizeWordAction,1,2,0,1,24,0,2.5,1,3,5
org.jabref.gui.keyboard.EmacsKeyBindings.DowncaseWordAction,1,2,0,1,12,0,1.5,1,3,3
org.jabref.gui.keyboard.EmacsKeyBindings.KillLineAction,2,2,0,1,15,0,2.5,1,4,5
org.jabref.gui.keyboard.EmacsKeyBindings.KillRegionAction,1,2,0,1,3,0,1,1,3,2
org.jabref.gui.keyboard.EmacsKeyBindings.KillRing,6,11,0,3,15,0,1.57,0.29,7,11
org.jabref.gui.keyboard.EmacsKeyBindings.KillRingSaveAction,1,2,0,1,3,0,1,1,3,2
org.jabref.gui.keyboard.EmacsKeyBindings.KillWordAction,2,2,0,1,12,0,2,1,5,4
org.jabref.gui.keyboard.EmacsKeyBindings.SetMarkCommandAction,1,7,0,1,3,0,1.2,0.6,5,6
org.jabref.gui.keyboard.EmacsKeyBindings.UpcaseWordAction,1,2,0,1,12,0,1.5,1,3,3
org.jabref.gui.keyboard.EmacsKeyBindings.YankAction,3,4,0,1,11,0,1.5,1,5,3
org.jabref.gui.keyboard.EmacsKeyBindings.YankPopAction,3,2,0,1,15,0,2,1,6,4
org.jabref.gui.keyboard.KeyBinder,6,2,0,1,6,0,1,1,4,2
org.jabref.gui.keyboard.KeyBinding,71,97,n/a,4,n/a,n/a,1,0.8,7,5
org.jabref.gui.keyboard.KeyBindingAction,5,2,0,1,6,0,1,0.5,5,2
org.jabref.gui.keyboard.KeyBindingCategory,4,10,n/a,1,n/a,n/a,1,0.5,3,2
org.jabref.gui.keyboard.KeyBindingRepository,72,23,0,2,92,0,1.8,0.95,23,36
org.jabref.gui.keyboard.KeyBindingViewModel,7,20,0,2,31,0,1.85,0.54,20,24
org.jabref.gui.keyboard.KeyBindingsDialogController,10,16,1,1,34,0,1,0,14,4
org.jabref.gui.keyboard.KeyBindingsDialogView,5,8,2,1,13,0,1,0,3,1
org.jabref.gui.keyboard.KeyBindingsDialogViewModel,8,12,1,1,32,0,1.86,0.57,22,13
org.jabref.gui.logging.ApplicationInsightsAppender,1,67,3,2,19,0,1.33,1.67,7,4
org.jabref.gui.logging.GuiAppender,2,67,3,2,6,0,1.67,2.33,8,5
org.jabref.gui.maintable.ListSynchronizer,6,7,0,1,21,0,1.33,0.67,11,8
org.jabref.gui.maintable.MainTable,49,55,0,4,323,0,2.31,1,93,90
org.jabref.gui.maintable.MainTable.CellRendererMode,1,4,n/a,0,n/a,n/a,n/a,0,0,0
org.jabref.gui.maintable.MainTableColumn,13,17,0,2,38,7,2.09,0.82,16,23
org.jabref.gui.maintable.MainTableDataModel,20,18,0,4,10,0,2.73,0.36,28,30
org.jabref.gui.maintable.MainTableDataModel.DisplayOption,8,3,n/a,0,n/a,n/a,n/a,0,0,0
org.jabref.gui.maintable.MainTableDataModel.FilterAndSortingState,2,3,0,0,0,0,n/a,0,0,0
org.jabref.gui.maintable.MainTableDataModel.GenericCompositeComparator,2,3,0,1,6,0,2,1.5,2,4
org.jabref.gui.maintable.MainTableDataModel.StartStopListFilterAction,2,7,0,1,10,0,1,1,9,4
org.jabref.gui.maintable.MainTableFormat,12,15,0,1,57,0,3.29,0.86,21,23
org.jabref.gui.maintable.MainTableHeaderRenderer,2,3,0,1,7,0,2,3.5,2,4
org.jabref.gui.maintable.MainTableNameFormatter,5,2,0,1,9,0,3.5,0.5,7,7
org.jabref.gui.maintable.MainTableSelectionListener,38,33,0,8,212,0,3.45,1.18,72,76
org.jabref.gui.maintable.PersistenceTableColumnListener,4,10,0,2,24,0,1.57,0.86,9,11
org.jabref.gui.maintable.PreventDraggingJTableHeader,3,7,0,3,28,0,1.83,1,9,11
org.jabref.gui.maintable.SpecialMainTableColumnsBuilder,13,10,0,5,78,0,1.45,0.4,15,29
org.jabref.gui.menus.ChangeEntryTypeMenu,17,9,0,3,84,0,2.25,2.88,18,18
org.jabref.gui.menus.FileHistoryMenu,8,9,0,1,43,0,1.83,1,17,11
org.jabref.gui.menus.RightClickMenu,29,15,0,4,12,0,2.8,1,46,28
org.jabref.gui.menus.RightClickMenu.GeneralAction,5,6,0,1,12,0,1,2.6,8,5
org.jabref.gui.mergeentries.EntryFetchAndMergeWorker,9,7,0,1,19,0,1.67,1,9,5
org.jabref.gui.mergeentries.FetchAndMergeEntry,10,5,0,1,17,0,1.5,2,12,6
org.jabref.gui.mergeentries.FetchAndMergeWorker,12,8,0,1,26,0,2,1,11,6
org.jabref.gui.mergeentries.MergeEntries,18,39,0,1,228,0,3.07,1,50,46
org.jabref.gui.mergeentries.MergeEntriesDialog,13,15,1,1,61,0,1.5,1,34,3
org.jabref.gui.mergeentries.MergeFetchedEntryDialog,13,19,1,1,35,0,1,2,25,2
org.jabref.gui.mergeentries.MergeFetchedEntryDialog.CancelAction,3,2,0,1,5,0,1,0.5,4,2
org.jabref.gui.mergeentries.MergeFetchedEntryDialog.ReplaceAction,10,2,0,1,35,0,4,0.5,19,8
org.jabref.gui.mergeentries.MergeWithFetchedEntryAction,7,4,0,1,14,0,1.5,0.5,9,3
org.jabref.gui.openoffice.AdvancedCiteDialog,6,9,0,4,55,0,1.17,0.2,19,7
org.jabref.gui.openoffice.BibEntryNotFoundException,2,3,0,1,1,0,1,1,2,2
org.jabref.gui.openoffice.CitationManager,11,9,0,2,51,0,1.75,0.67,20,7
org.jabref.gui.openoffice.CitationManager.CitationEntryFormat,3,6,0,3,5,0,1.67,1,6,5
org.jabref.gui.openoffice.CitationManager.SingleCitationDialog,7,7,0,1,51,0,1.33,0.5,20,4
org.jabref.gui.openoffice.CitationManager.TableClickListener,2,1,0,1,6,0,3,1,3,3
org.jabref.gui.openoffice.ConnectionLostException,2,1,0,0,1,0,1,1,1,1
org.jabref.gui.openoffice.CreationException,1,1,0,0,1,0,1,1,1,1
org.jabref.gui.openoffice.DetectOpenOfficeInstallation,14,23,1,1,84,0,2.09,0.73,30,23
org.jabref.gui.openoffice.NoDocumentException,1,1,0,0,1,0,1,1,1,1
org.jabref.gui.openoffice.OOBibBase,21,65,0,1,14,0,4.62,1.7,120,171
org.jabref.gui.openoffice.OOBibBase.ComparableMark,1,7,0,2,2,0,1.6,0.8,5,8
org.jabref.gui.openoffice.OpenOfficePanel,48,49,1,1,442,0,2.88,0.69,113,49
org.jabref.gui.openoffice.OpenOfficeSidePanel,10,22,1,3,10,0,1.2,0.8,14,6
